python-distro 1.8.0-3
python-evdev 1.6.1-2
python-fastjsonschema 2.18.1-1
python-flask 2.3.3-1
python-flask-cors 4.0.0-1
python-gobject 3.46.0-1
python-hijri-converter 2.3.1-2
python-holidays 0.34-1
python-ics 0.7.2-1
python-idna 3.4-3
python-inflect 7.0.0-2
python-installer 0.7.0-3
python-itsdangerous 2.1.2-3
python-jaraco.context 4.3.0-3
python-jaraco.functools 3.9.0-1
python-jaraco.text 3.11.1-3
python-jdatetime 4.1.0-2
python-jinja 1:3.1.2-4
python-jsonschema 4.19.1-1
python-jsonschema-specifications 2023.7.1-1
python-korean_lunar_calendar 0.3.1-1
python-lxml 4.9.2-3
python-markdown 3.5-1
python-markupsafe 2.1.3-1
python-more-itertools 10.1.0-1
python-nspektr 0.4.0-3
python-ordered-set 4.1.0-4
python-orjson 3.9.8-1
python-packaging 23.1-1
python-pillow 10.0.1-1
python-pip 23.2.1-1
python-platformdirs 3.10.0-1
python-ply 3.11-12
python-protobuf 24.3-1
python-pycparser 2.21-5
python-pydantic 2.3.0-1
python-pydantic-core 1:2.6.3-1
python-pyproject-hooks 1.0.0-5
python-pyqt6 6.5.2-1
python-pyqt6-sip 13.5.2-1
python-pyqt6-webengine 6.5.0-2
python-pyrsistent 0.19.3-3
python-pysocks 1.7.1-8
python-pyxdg 0.28-2
python-referencing 0.30.2-1
python-requests 2.28.2-4
python-rpds-py 0.10.3-1
python-send2trash 1.8.2-1
python-setproctitle 1.3.3-1
python-setuptools 1:68.0.0-1
python-six 1.16.0-8
python-soupsieve 2.5-1
python-tatsu 5.7.3-1
python-tomli 2.0.1-3
python-tqdm 4.66.1-2
python-trove-classifiers 2023.9.19-1
python-typing_extensions 4.8.0-1
python-urllib3 1.26.15-1
python-validate-pyproject 0.13-1
python-waitress 2.1.2-2
python-werkzeug 2.3.7-1
python-wheel 0.40.0-3
python-yaml 6.0.1-2
qemu-audio-spice 8.1.1-2
qemu-base 8.1.1-2
qemu-block-curl 8.1.1-2
qemu-block-dmg 8.1.1-2
qemu-block-nfs 8.1.1-2
qemu-block-ssh 8.1.1-2
qemu-chardev-spice 8.1.1-2
qemu-common 8.1.1-2
qemu-hw-display-qxl 8.1.1-2
qemu-hw-display-virtio-gpu 8.1.1-2
qemu-hw-display-virtio-gpu-gl 8.1.1-2
qemu-hw-display-virtio-gpu-pci 8.1.1-2
qemu-hw-display-virtio-gpu-pci-gl 8.1.1-2
qemu-hw-display-virtio-vga 8.1.1-2
qemu-hw-display-virtio-vga-gl 8.1.1-2
qemu-hw-s390x-virtio-gpu-ccw 8.1.1-2
qemu-hw-usb-host 8.1.1-2
qemu-hw-usb-redirect 8.1.1-2
qemu-hw-usb-smartcard 8.1.1-2
qemu-img 8.1.1-2
qemu-pr-helper 8.1.1-2
qemu-system-x86 8.1.1-2
qemu-system-x86-firmware 8.1.1-2
qemu-tools 8.1.1-2
qemu-ui-curses 8.1.1-2
qemu-ui-opengl 8.1.1-2
qemu-ui-spice-app 8.1.1-2
qemu-ui-spice-core 8.1.1-2
qrencode 4.1.1-2
qt5-base 5.15.11+kde+r136-1
qt5-declarative 5.15.11+kde+r30-1
qt5-location 5.15.11+kde+r4-1
qt5-quickcontrols 5.15.11-1
qt5-svg 5.15.11+kde+r6-1
qt5-translations 5.15.11-1
qt5-wayland 5.15.11+kde+r59-1
qt5-webchannel 5.15.11+kde+r3-1
qt5-webengine 5.15.15-2
qt5-x11extras 5.15.11-1
qt6-base 6.5.3-1
qt6-declarative 6.5.3-1
qt6-multimedia 6.5.3-1
qt6-multimedia-ffmpeg 6.5.3-1
qt6-positioning 6.5.3-1
qt6-svg 6.5.3-1
qt6-translations 6.5.3-1
qt6-wayland 6.5.3-1
qt6-webchannel 6.5.3-1
qt6-webengine 6.5.3-1
qtermwidget 1.3.0-2
qtxdg-tools 3.11.0-1
ranger 1.9.3-9
rapidjson 1.1.0-5
raptor 2.0.16-3
rav1e 0.6.6-3
re2 1:20230901-2
readline 8.2.001-2
redis 7.2.1-1
rhash 1.4.3-1
ripgrep 13.0.0-3
rnnoise 0.4.1-1
rofi 1.7.5-2
rofi-emoji 3.2.0-1
rsync 3.2.7-6
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.3.0-1
runc 1.1.9-1
rustup 1.26.0-3
rygel 1:0.42.4-1
sane 1.2.1-5
sbc 2.0-1
scdoc 1.11.2-5
sdbus-cpp 1.3.0-1
sddm 0.20.0-2
sdkmanager 0.6.5-1
sdl12-compat 1.2.68-1
sdl2 2.28.4-1
sdl_image 1.2.12-8
seabios 1.16.2-2
seatd 0.8.0-1
sed 4.9-3
semver 7.5.1-1
sequoia-sqv 1.1.0-1
serd 0.30.16-1
serf 1.3.9-8
shaderc 2023.4-2
shadow 4.14.0-4
shared-mime-info 2.3-1
simple-scan 44.0-2
slang 2.3.3-2
slop 7.6-3
slurp 1.4.0-1
smbclient 4.19.1-1
snappy 1.1.9-2
sndio 1.9.0-1
socat 1.7.4.4-1
solid5 5.110.0-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-11
spandsp 0.0.6-5
spdlog 1.12.0-1
speech-dispatcher 0.11.5-1
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.2-1
spice-gtk 0.42-3
spice-protocol 0.14.4-1
spirv-tools 2022.4-1
spotify-launcher 0.5.1-2
sqlite 3.43.2-1
squashfs-tools 4.6.1-1
sratom 0.6.14-1
srt 1.5.3-1
sssd 2.9.2-1
startup-notification 0.12-8
steam 1.0.0.78-2
subversion 1.14.2-11
sudo 1.9.14.p3-1
suitesparse 7.2.0-3
sushi 45.0-1
svt-av1 1.7.0-1
svt-hevc 1.5.1-2
swappy 1.5.1-1
sway-audio-idle-inhibit-git 0.1.1.r41.c850bc4-1
swaybg 1.2.0-1
swayidle 1.8.0-1
swaylock-effects-git r420.7c5681c-1
swaylock-fancy-git r220.265fbfb-1
swig 4.1.1-2
swww 0.8.1-0
sxhkd 0.6.2-3
sxiv 26-1
sysfsutils 2.1.1-1
systemd 254.5-1
systemd-libs 254.5-1
systemd-sysvcompat 254.5-1
taglib 1.13.1-1
talloc 2.4.1-1
tar 1.35-2
tdb 1.4.9-1
teamviewer 15.46.5-1
tecla 45.0-1
terminus-font 4.49.1-6
termius 8.2.0-1
tevent 1:0.15.0-1
texinfo 7.0.3-1
thin-provisioning-tools 1.0.6-1
thunar 4.18.7-2
time 1.9-4
todotxt 2.12.0.post2-2
totem 43.0-2
totem-pl-parser 3.26.6-2
tpm2-tss 4.0.1-1
tracker3 3.6.0-1
tracker3-miners 3.6.1-1
translate-shell 0.9.7.1-1
tree-sitter 0.20.10-2
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-4
ttf-font-awesome 6.4.2-1
ttf-jetbrains-mono-nerd 3.0.2-1
ttf-liberation 2.1.5-1
ttf-material-design-icons 4.0.0-1
ttf-nerd-fonts-symbols-common 3.0.2-2
ttf-sazanami 20040629-11
ttf-ubuntu-font-family 1:0.83-1
ttf-wps-fonts 1.0-5
tumbler 4.18.1-1
twolame 0.4.0-3
tzdata 2023c-2
uchardet 0.0.8-2
udisks2 2.10.1-2
unibilium 2.1.1-1
unimatrix-git r69.4cc40bb-1
unixodbc 2.3.12-1
unrar 1:6.2.12-1
unzip 6.0-20
upower 1.90.2-1
usbmuxd 1.1.1-3
usbredir 0.13.0-1
usbutils 015-3
util-linux 2.39.2-1
util-linux-libs 2.39.2-1
v4l-utils 1.24.1-2
v4l2loopback-dkms 0.12.7-2
vcdimager 2.0.1-4
vde2 2.3.3-3
vid.stab 1.1.1-1
vim 9.0.2010-1
vim-runtime 9.0.2010-1
virglrenderer 0.10.4-1
virt-install 4.1.0-2
virt-manager 4.1.0-2
virtiofsd 1.8.0-1
visual-studio-code-bin 1.83.0-1
vlc 3.0.18-17
vmaf 2.3.1-1
volume_key 0.3.12-8
vsqlite++ 0.3.13-7
vte-common 0.74.0-1
vte3 0.74.0-1
vte4 0.74.0-1
vulkan-headers 1:1.3.264-2
vulkan-icd-loader 1.3.263-1
vulkan-radeon 1:23.2.1-2
vulkan-validation-layers 1.3.261.1-1
wavpack 5.6.0-1
waybar 0.9.22-1
wayland 1.22.0-1
wayland-protocols 1.32-1
webkit2gtk 2.42.1-1
webkit2gtk-4.1 2.42.1-1
webkit2gtk-5.0 2.38.6-1
webkitgtk-6.0 2.42.1-1
webp-pixbuf-loader 0.2.5-1
webrtc-audio-processing 0.3.1-4
which 2.21-6
whois 5.5.19-1
wildmidi 0.4.5-2
wireless_tools 30.pre9-3
wireplumber 0.4.14-1
wl-clip-persist-git r34.6ba11a2-1
wl-clipboard 1:2.2.1-1
wlroots 0.16.2-2
woff2 1.0.2-4
wofi 1.3-2
wolfssl 5.6.3-3
workrave 1.10.51.1-1
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wps-office 11.1.0.11704-2
x264 3:0.164.r3108.31e19f9-1
x265 3.5-3
xapp 2.6.1-2
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xclip 0.13-4
xdg-dbus-proxy 0.1.5-1
xdg-desktop-portal 1.18.0-2
xdg-desktop-portal-gnome 45.0-1
xdg-desktop-portal-gtk 1.14.1-3
xdg-desktop-portal-hyprland 1.2.2-1
xdg-desktop-portal-wlr 0.7.0-2
xdg-user-dirs 0.18-1
xdg-user-dirs-gtk 0.11-2
xdg-utils 1.1.3+45+g301a1a4-1
xf86-input-libinput 1.4.0-1
xf86-video-amdgpu 23.0.0-1
xf86-video-vesa 2.6.0-1
xfce4-panel 4.18.5-1
xfconf 4.18.1-2
xfsprogs 6.4.0-1
xkeyboard-config 2.39-1
xorg-bdftopcf 1.1.1-1
xorg-docs 1.7.2-2
xorg-font-util 1.4.1-1
xorg-fonts-100dpi 1.0.4-2
xorg-fonts-75dpi 1.0.4-1
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-alias-misc 1.0.5-1
xorg-fonts-encodings 1.0.7-1
xorg-fonts-misc 1.0.4-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.8-2
xorg-server-common 21.1.8-2
xorg-server-devel 21.1.8-2
xorg-server-xephyr 21.1.8-2
xorg-server-xnest 21.1.8-2
xorg-server-xvfb 21.1.8-2
xorg-sessreg 1.1.3-1
xorg-setxkbmap 1.3.4-1
xorg-smproxy 1.0.7-1
xorg-util-macros 1.20.0-2
xorg-x11perf 1.6.2-1
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.8-1
xorg-xdpyinfo 1.3.4-1
xorg-xdriinfo 1.0.7-1
xorg-xev 1.2.5-1
xorg-xgamma 1.0.7-1
xorg-xhost 1.0.9-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xkbevd 1.1.5-1
xorg-xkbutils 1.0.5-1
xorg-xkill 1.0.6-1
xorg-xlsatoms 1.1.4-1
xorg-xlsclients 1.1.5-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xrefresh 1.0.7-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xvinfo 1.1.5-1
xorg-xwayland 23.2.1-1
xorg-xwd 1.0.9-1
xorg-xwininfo 1.1.6-1
xorg-xwud 1.0.6-1
xorgproto 2023.2-1
xosd 2.2.14-11
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.4.4-1
yajl 2.1.0-5
yaml-cpp 0.8.0-1
yarn 1.22.19-1
yay-git 12.1.3.r2.g299aa1e-1
yelp 42.2-2
yelp-xsl 42.1-1
youtube-dl 2021.12.17-2
zathura 0.5.2-2
zbar 0.23.90-3
zenity 3.44.2-1
zeroc-ice 3.7.9-1
zeromq 4.3.4-4
zimg 3.0.5-1
zip 3.0-11
zlib 1:1.3-1
zsh 5.9-4
zsh-autosuggestions 0.7.0-2
zsh-syntax-highlighting 0.7.1-1
zstd 1.5.5-1
zvbi 0.2.42-1
zxing-cpp 2.1.0-1
